sic_key,naics6,naics2,naics3,naics4
5198,424950,42,424,4249
5198,425110,42,425,4251
5198,425120,42,425,4251
5199,424310,42,424,4243
5199,424340,42,424,4243
5199,424610,42,424,4246
5199,424990,42,424,4249
5199,425110,42,425,4251
5199,425120,42,425,4251
5199,453220,45,453,4532
5199,453910,45,453,4539
5199,453991,45,453,4539
5199,541890,54,541,5418
5211,444110,44,444,4441
5211,444190,44,444,4441
5231,444120,44,444,4441
5231,444190,44,444,4441
5251,444130,44,444,4441
5261,444210,44,444,4442
5261,444220,44,444,4442
5271,453930,45,453,4539
5311,452111,45,452,4521
5311,452112,45,452,4521
5331,452990,45,452,4529
5399,452910,45,452,4529
5399,452990,45,452,4529
5411,445110,44,445,4451
5411,445120,44,445,4451
5411,447110,44,447,4471
5411,452910,45,452,4529
5411,454390,45,454,4543
5421,445210,44,445,4452
5421,445220,44,445,4452
5421,454390,45,454,4543
5431,445230,44,445,4452
5431,454390,45,454,4543
5441,311330,31,311,3113
5441,311340,31,311,3113
5441,445292,44,445,4452
5451,445299,44,445,4452
5461,311811,31,311,3118
5461,445291,44,445,4452
5461,722213,72,722,7222
5499,445210,44,445,4452
5499,445299,44,445,4452
5499,446191,44,446,4461
5511,441110,44,441,4411
5521,441120,44,441,4411
5531,441310,44,441,4413
5531,441320,44,441,4413
5531,452990,45,452,4529
5541,447110,44,447,4471
5541,447190,44,447,4471
5551,441222,44,441,4412
5561,441210,44,441,4412
5571,441221,44,441,4412
5599,441229,44,441,4412
5611,448110,44,448,4481
5611,448150,44,448,4481
5621,448120,44,448,4481
5621,448190,44,448,4481
5632,448150,44,448,4481
5632,448190,44,448,4481
5641,448130,44,448,4481
5651,448140,44,448,4481
5661,448210,44,448,4482
5699,315222,31,315,3152
5699,315223,31,315,3152
5699,315233,31,315,3152
5699,448150,44,448,4481
5699,448190,44,448,4481
5712,337110,33,337,3371
5712,337121,33,337,3371
5712,337122,33,337,3371
5712,442110,44,442,4421
5713,442210,44,442,4422
5714,314121,31,314,3141
5714,314129,31,314,3141
5714,442291,44,442,4422
5714,451130,45,451,4511
5719,327112,32,327,3271
5719,442291,44,442,4422
5719,442299,44,442,4422
5722,443111,44,443,4431
5731,441310,44,441,4413
5731,443112,44,443,4431
5734,443120,44,443,4431
5735,451220,45,451,4512
5736,451140,45,451,4511
5812,711110,71,711,7111
5812,722110,72,722,7221
5812,722211,72,722,7222
5812,722212,72,722,7222
5812,722213,72,722,7222
5812,722310,72,722,7223
5812,722320,72,722,7223
5813,722410,72,722,7224
5912,446110,44,446,4461
5921,445310,44,445,4453
5932,453310,45,453,4533
5932,522298,52,522,5222
5941,451110,45,451,4511
5942,451211,45,451,4512
5943,453210,45,453,4532
5944,448310,44,448,4483
5945,451120,45,451,4511
5946,443130,44,443,4431
5947,453220,45,453,4532
5948,448320,44,448,4483
5949,451130,45,451,4511
5961,454111,45,454,4541
5961,454112,45,454,4541
5961,454113,45,454,4541
5962,454210,45,454,4542
5963,454390,45,454,4543
5963,722330,72,722,7223
5983,454311,45,454,4543
5984,454312,45,454,4543
5989,454319,45,454,4543
5992,453110,45,453,4531
5993,453991,45,453,4539
5994,451212,45,451,4512
5995,339115,33,339,3391
5995,446130,44,446,4461
5999,339113,33,339,3391
5999,443112,44,443,4431
5999,446120,44,446,4461
5999,446199,44,446,4461
5999,453910,45,453,4539
5999,453920,45,453,4539
5999,453998,45,453,4539
6011,521110,52,521,5211
6019,522298,52,522,5222
6021,522110,52,522,5221
6021,522210,52,522,5222
6022,522110,52,522,5221
6022,522190,52,522,5221
6022,522210,52,522,5222
6029,522110,52,522,5221
6035,522120,52,522,5221
6036,522120,52,522,5221
6061,522130,52,522,5221
6062,522130,52,522,5221
6081,522110,52,522,5221
6081,522293,52,522,5222
6081,522298,52,522,5222
6082,522293,52,522,5222
6082,522298,52,522,5222
6091,523991,52,523,5239
6099,522320,52,522,5223
6099,522390,52,522,5223
6099,523130,52,523,5231
6099,523991,52,523,5239
6111,522292,52,522,5222
6111,522293,52,522,5222
6111,522294,52,522,5222
6111,522298,52,522,5222
6141,522210,52,522,5222
6141,522220,52,522,5222
6141,522291,52,522,5222
6141,522298,52,522,5222
6153,522210,52,522,5222
6153,522220,52,522,5222
6153,522298,52,522,5222
6153,522320,52,522,5223
6153,523910,52,523,5239
6159,522220,52,522,5222
6159,522292,52,522,5222
6159,522293,52,522,5222
6159,522294,52,522,5222
6159,522298,52,522,5222
6162,522292,52,522,5222
6162,522390,52,522,5223
6163,522310,52,522,5223
6211,523110,52,523,5231
6211,523120,52,523,5231
6211,523910,52,523,5239
6211,523999,52,523,5239
6221,523130,52,523,5231
6221,523140,52,523,5231
6231,523210,52,523,5232
6282,523920,52,523,5239
6282,523930,52,523,5239
6289,523991,52,523,5239
6289,523999,52,523,5239
6311,524113,52,524,5241
6311,524128,52,524,5241
6311,524130,52,524,5241
6321,524113,52,524,5241
6321,524114,52,524,5241
6321,524130,52,524,5241
6321,525190,52,525,5251
6324,524114,52,524,5241
6324,524130,52,524,5241
6324,525190,52,525,5251
6331,524126,52,524,5241
6331,524128,52,524,5241
6331,524130,52,524,5241
6331,525190,52,525,5251
6351,524126,52,524,5241
6351,524128,52,524,5241
6351,524130,52,524,5241
6361,524127,52,524,5241
6361,524130,52,524,5241
6371,523920,52,523,5239
6371,524292,52,524,5242
6371,525110,52,525,5251
6371,525120,52,525,5251
6371,525990,52,525,5259
6399,524128,52,524,5241
6411,524210,52,524,5242
6411,524291,52,524,5242
6411,524292,52,524,5242
6411,524298,52,524,5242
6512,531120,53,531,5311
6512,711310,71,711,7113
6513,531110,53,531,5311
6514,531110,53,531,5311
6515,531190,53,531,5311
6517,531190,53,531,5311
6519,531190,53,531,5311
6531,531110,53,531,5311
6531,531210,53,531,5312
6531,531311,53,531,5313
6531,531312,53,531,5313
6531,531320,53,531,5313
6531,531390,53,531,5313
6531,812220,81,812,8122
6531,813990,81,813,8139
6541,541191,54,541,5411
6552,237210,23,237,2372
6553,812220,81,812,8122
6712,551111,55,551,5511
6719,551112,55,551,5511
6722,525910,52,525,5259
6726,525990,52,525,5259
6732,813211,81,813,8132
6733,523920,52,523,5239
6733,523991,52,523,5239
6733,525190,52,525,5251
6733,525920,52,525,5259
6792,523910,52,523,5239
6792,533110,53,533,5331
6794,533110,53,533,5331
6798,525930,52,525,5259
6799,523130,52,523,5231
6799,523910,52,523,5239
6799,523920,52,523,5239
7011,721110,72,721,7211
7011,721120,72,721,7211
7011,721191,72,721,7211
7011,721199,72,721,7211
7021,721310,72,721,7213
7032,721214,72,721,7212
7033,721211,72,721,7212
7041,721110,72,721,7211
7041,721310,72,721,7213
711,115112,11,115,1151
721,115112,11,115,1151
7211,812320,81,812,8123
7212,812320,81,812,8123
7213,812331,81,812,8123
7215,812310,81,812,8123
7216,812320,81,812,8123
7217,561740,56,561,5617
7218,812332,81,812,8123
7219,811490,81,811,8114
7219,812320,81,812,8123
7219,812331,81,812,8123
722,115113,11,115,1151
7221,541921,54,541,5419
723,115114,11,115,1151
723,311119,31,311,3111
7231,611511,61,611,6115
7231,812112,81,812,8121
7231,812113,81,812,8121
724,115111,11,115,1151
7241,611511,61,611,6115
7241,812111,81,812,8121
7251,811430,81,811,8114
7251,812320,81,812,8123
7251,812990,81,812,8129
7261,812210,81,812,8122
7261,812220,81,812,8122
7291,541213,54,541,5412
7299,532220,53,532,5322
7299,541990,54,541,5419
7299,561310,56,561,5613
7299,561990,56,561,5619
7299,812191,81,812,8121
7299,812199,81,812,8121
7299,812930,81,812,8129
7299,812990,81,812,8129
7311,541810,54,541,5418
7312,541850,54,541,5418
7313,541840,54,541,5418
7319,481219,48,481,4812
7319,541830,54,541,5418
7319,541850,54,541,5418
7319,541870,54,541,5418
7319,541890,54,541,5418
7322,561440,56,561,5614
7323,561450,56,561,5614
7331,511140,51,511,5111
7331,541860,54,541,5418
7334,323114,32,323,3231
7334,561439,56,561,5614
7335,481219,48,481,4812
7335,541922,54,541,5419
7336,541430,54,541,5414
7338,561410,56,561,5614
7338,561492,56,561,5614
7342,561710,56,561,5617
7342,561720,56,561,5617
7349,561720,56,561,5617
7349,561790,56,561,5617
7352,532291,53,532,5322
7352,532490,53,532,5324
7353,238910,23,238,2389
7353,238990,23,238,2389
7353,532412,53,532,5324
7359,532210,53,532,5322
7359,532299,53,532,5322
7359,532310,53,532,5323
7359,532411,53,532,5324
7359,532412,53,532,5324
7359,532420,53,532,5324
7359,532490,53,532,5324
7359,562991,56,562,5629
7361,541612,54,541,5416
7361,561310,56,561,5613
7363,561320,56,561,5613
7363,561330,56,561,5613
7371,541511,54,541,5415
7372,334611,33,334,3346
7372,511210,51,511,5112
7373,541512,54,541,5415
7374,518210,51,518,5182
7375,518111,51,518,5181
7376,541513,54,541,5415
7377,532420,53,532,5324
7378,443120,44,443,4431
7378,811212,81,811,8112
7379,518210,51,518,5182
7379,541512,54,541,5415
7379,541519,54,541,5415
7381,561611,56,561,5616
7381,561612,56,561,5616
7381,561613,56,561,5616
7382,561621,56,561,5616
7383,519110,51,519,5191
7383,711510,71,711,7115
7384,812921,81,812,8129
7384,812922,81,812,8129
7389,312229,31,312,3122
7389,313311,31,313,3133
7389,314999,31,314,3149
7389,325998,32,325,3259
7389,425120,42,425,4251
7389,488490,48,488,4884
7389,491110,49,491,4911
7389,512240,51,512,5122
7389,512290,51,512,5122
7389,518210,51,518,5182
7389,519190,51,519,5191
7389,522320,52,522,5223
7389,541199,54,541,5411
7389,541340,54,541,5413
7389,541350,54,541,5413
7389,541370,54,541,5413
7389,541410,54,541,5414
7389,541420,54,541,5414
7389,541490,54,541,5414
7389,541870,54,541,5418
7389,541890,54,541,5418
7389,541930,54,541,5419
7389,541990,54,541,5419
7389,561410,56,561,5614
7389,561421,56,561,5614
7389,561422,56,561,5614
7389,561431,56,561,5614
7389,561439,56,561,5614
7389,561440,56,561,5614
7389,561491,56,561,5614
7389,561499,56,561,5614
7389,561591,56,561,5615
7389,561599,56,561,5615
7389,561790,56,561,5617
7389,561910,56,561,5619
7389,561920,56,561,5619
7389,561990,56,561,5619
7389,711310,71,711,7113
7389,711320,71,711,7113
7389,711410,71,711,7114
7389,812320,81,812,8123
7389,812990,81,812,8129
741,541940,54,541,5419
742,541940,54,541,5419
751,115210,11,115,1152
751,311611,31,311,3116
7513,532120,53,532,5321
7514,532111,53,532,5321
7515,532112,53,532,5321
7519,532120,53,532,5321
752,115210,11,115,1152
752,812910,81,812,8129
7521,812930,81,812,8129
7532,811121,81,811,8111
7533,811112,81,811,8111
7534,326212,32,326,3262
7534,811198,81,811,8111
7536,811122,81,811,8111
7537,811113,81,811,8111
7538,811111,81,811,8111
7539,811118,81,811,8111
7539,811198,81,811,8111
7542,811192,81,811,8111
7549,488410,48,488,4884
7549,811122,81,811,8111
7549,811191,81,811,8111
7549,811198,81,811,8111
761,115115,11,115,1151
762,115116,11,115,1151
7622,238290,23,238,2382
7622,443112,44,443,4431
7622,811211,81,811,8112
7622,811213,81,811,8112
7623,443111,44,443,4431
7623,811310,81,811,8113
7623,811412,81,811,8114
7629,443111,44,443,4431
7629,811211,81,811,8112
7629,811212,81,811,8112
7629,811213,81,811,8112
7629,811219,81,811,8112
7629,811412,81,811,8114
7631,448310,44,448,4483
7631,811490,81,811,8114
7641,811420,81,811,8114
7692,811310,81,811,8113
7694,335312,33,335,3353
7694,811310,81,811,8113
7699,115210,11,115,1152
7699,238220,23,238,2382
7699,442299,44,442,4422
7699,444130,44,444,4441
7699,444210,44,444,4442
7699,451110,45,451,4511
7699,488390,48,488,4883
7699,561622,56,561,5616
7699,561790,56,561,5617
7699,562991,56,562,5629
7699,562998,56,562,5629
7699,711510,71,711,7115
7699,811211,81,811,8112
7699,811212,81,811,8112
7699,811219,81,811,8112
7699,811310,81,811,8113
7699,811411,81,811,8114
7699,811412,81,811,8114
7699,811430,81,811,8114
7699,811490,81,811,8114
781,541320,54,541,5413
781,541690,54,541,5416
7812,512110,51,512,5121
7819,334612,33,334,3346
7819,512191,51,512,5121
7819,512199,51,512,5121
7819,532220,53,532,5322
7819,532490,53,532,5324
7819,541214,54,541,5412
7819,541690,54,541,5416
7819,561310,56,561,5613
7819,711510,71,711,7115
782,561730,56,561,5617
7822,423990,42,423,4239
7822,512120,51,512,5121
7829,512120,51,512,5121
7829,512199,51,512,5121
7829,519120,51,519,5191
783,561730,56,561,5617
7832,512131,51,512,5121
7833,512132,51,512,5121
7841,532230,53,532,5322
7911,611610,61,611,6116
7911,713990,71,713,7139
7922,512290,51,512,5122
7922,532490,53,532,5324
7922,561310,56,561,5613
7922,561599,56,561,5615
7922,711110,71,711,7111
7922,711120,71,711,7111
7922,711310,71,711,7113
7922,711320,71,711,7113
7922,711410,71,711,7114
7922,711510,71,711,7115
7929,711130,71,711,7111
7929,711190,71,711,7111
7929,711510,71,711,7115
7933,713950,71,713,7139
7941,711211,71,711,7112
7941,711310,71,711,7113
7941,711320,71,711,7113
7941,711410,71,711,7114
7948,711212,71,711,7112
7948,711219,71,711,7112
7991,713940,71,713,7139
7992,713910,71,713,7139
7993,713120,71,713,7131
7993,713290,71,713,7132
7993,713990,71,713,7139
7996,713110,71,713,7131
7997,481219,48,481,4812
7997,488119,48,488,4881
7997,713910,71,713,7139
7997,713940,71,713,7139
7997,713990,71,713,7139
7999,487110,48,487,4871
7999,487210,48,487,4872
7999,487990,48,487,4879
7999,532292,53,532,5322
7999,561599,56,561,5615
7999,611620,61,611,6116
7999,611699,61,611,6116
7999,711190,71,711,7111
7999,711219,71,711,7112
7999,711310,71,711,7113
7999,711320,71,711,7113
7999,712190,71,712,7121
7999,713210,71,713,7132
7999,713290,71,713,7132
7999,713920,71,713,7139
7999,713940,71,713,7139
7999,713990,71,713,7139
7999,812990,81,812,8129
8011,621111,62,621,6211
8011,621112,62,621,6211
8011,621491,62,621,6214
8011,621493,62,621,6214
8021,621210,62,621,6212
8031,621111,62,621,6211
8031,621112,62,621,6211
8041,621310,62,621,6213
8042,621320,62,621,6213
8043,621391,62,621,6213
8049,621330,62,621,6213
8049,621340,62,621,6213
8049,621399,62,621,6213
8051,623110,62,623,6231
8051,623210,62,623,6232
8051,623311,62,623,6233
8052,623110,62,623,6231
8052,623210,62,623,6232
8052,623311,62,623,6233
8059,623110,62,623,6231
8059,623210,62,623,6232
8059,623311,62,623,6233
8062,622110,62,622,6221
8063,622210,62,622,6222
8069,622110,62,622,6221
8069,622210,62,622,6222
8069,622310,62,622,6223
8071,621511,62,621,6215
8071,621512,62,621,6215
8072,339116,33,339,3391
8082,621610,62,621,6216
8092,621492,62,621,6214
8093,621399,62,621,6213
8093,621410,62,621,6214
8093,621420,62,621,6214
8093,621498,62,621,6214
8099,541430,54,541,5414
8099,541922,54,541,5419
8099,621410,62,621,6214
8099,621991,62,621,6219
8099,621999,62,621,6219
811,111421,11,111,1114
811,113110,11,113,1131
8111,541110,54,541,5411
8211,611110,61,611,6111
8221,611310,61,611,6113
8222,611210,61,611,6112
8231,519120,51,519,5191
8243,611420,61,611,6114
8243,611519,61,611,6115
8244,611410,61,611,6114
8249,611512,61,611,6115
8249,611513,61,611,6115
8249,611519,61,611,6115
8299,611430,61,611,6114
8299,611512,61,611,6115
8299,611519,61,611,6115
8299,611610,61,611,6116
8299,611620,61,611,6116
8299,611630,61,611,6116
8299,611691,61,611,6116
8299,611692,61,611,6116
8299,611699,61,611,6116
8299,611710,61,611,6117
831,111998,11,111,1119
831,113210,11,113,1132
8322,624110,62,624,6241
8322,624120,62,624,6241
8322,624190,62,624,6241
8322,624210,62,624,6242
8322,624221,62,624,6242
8322,624229,62,624,6242
8322,624230,62,624,6242
8322,922150,92,922,9221
8331,624310,62,624,6243
8351,624410,62,624,6244
8361,623210,62,623,6232
8361,623220,62,623,6232
8361,623312,62,623,6233
8361,623990,62,623,6239
8399,813212,81,813,8132
8399,813219,81,813,8132
8399,813311,81,813,8133
8399,813312,81,813,8133
8399,813319,81,813,8133
8412,712110,71,712,7121
8412,712120,71,712,7121
8422,712130,71,712,7121
8422,712190,71,712,7121
851,115310,11,115,1153
8611,813910,81,813,8139
8621,813920,81,813,8139
8631,813930,81,813,8139
8641,813319,81,813,8133
8641,813410,81,813,8134
8641,813990,81,813,8139
8641,921150,92,921,9211
8651,813940,81,813,8139
8661,813110,81,813,8131
8699,561599,56,561,5615
8699,813312,81,813,8133
8699,813410,81,813,8134
8699,813910,81,813,8139
8699,813990,81,813,8139
8711,541330,54,541,5413
8712,541310,54,541,5413
8713,541360,54,541,5413
8713,541370,54,541,5413
8721,541211,54,541,5412
8721,541214,54,541,5412
8721,541219,54,541,5412
8731,541710,54,541,5417
8732,541720,54,541,5417
8732,541910,54,541,5419
8733,541710,54,541,5417
8733,541720,54,541,5417
8734,541380,54,541,5413
8734,541940,54,541,5419
8741,236115,23,236,2361
8741,236116,23,236,2361
8741,236118,23,236,2361
8741,236210,23,236,2362
8741,236220,23,236,2362
8741,237110,23,237,2371
8741,237120,23,237,2371
8741,237130,23,237,2371
8741,237310,23,237,2373
8741,237990,23,237,2379
8741,561110,56,561,5611
8742,541611,54,541,5416
8742,541612,54,541,5416
8742,541613,54,541,5416
8742,541614,54,541,5416
8743,541820,54,541,5418
8744,561210,56,561,5612
8748,541320,54,541,5413
8748,541330,54,541,5413
8748,541618,54,541,5416
8748,541690,54,541,5416
8748,611710,61,611,6117
8811,814110,81,814,8141
8999,512210,51,512,5122
8999,512230,51,512,5122
8999,516110,51,516,5161
8999,518112,51,518,5181
8999,541612,54,541,5416
8999,541620,54,541,5416
8999,541690,54,541,5416
8999,541990,54,541,5419
8999,711510,71,711,7115
9111,921110,92,921,9211
912,114111,11,114,1141
9121,921120,92,921,9211
913,114112,11,114,1141
9131,921140,92,921,9211
919,111998,11,111,1119
919,112512,11,112,1125
919,114112,11,114,1141
919,114119,11,114,1141
9199,921190,92,921,9211
921,112511,11,112,1125
921,112512,11,112,1125
9211,922110,92,922,9221
9221,922120,92,922,9221
9222,922130,92,922,9221
9223,922140,92,922,9221
9224,922160,92,922,9221
9229,922190,92,922,9221
9311,921130,92,921,9211
9411,923110,92,923,9231
9431,923120,92,923,9231
9441,923130,92,923,9231
9451,923140,92,923,9231
9511,924110,92,924,9241
9512,924120,92,924,9241
9531,925110,92,925,9251
9532,925120,92,925,9251
9611,926110,92,926,9261
9621,488111,48,488,4881
9621,926120,92,926,9261
9631,926130,92,926,9261
9641,926140,92,926,9261
9651,926150,92,926,9261
9661,927110,92,927,9271
971,114210,11,114,1142
9711,928110,92,928,9281
9721,928120,92,928,9281
